gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Zadh2,5.14745,4.57908,-0.1688,5.87163,6.00465,0.032318,4.80346,3.57637,-0.425576,3.83054,4.47444,0.22416,4.82462,4.83945,0.00442888,4.74104,4.70077,-0.0123075
Sephs2,2.68075,3.90287,0.541896,7.0558,9.5242,0.432787,2.3174,4.71505,1.02477,2.228,5.4285,1.2848,5.22595,11.1351,1.09134,3.20237,4.10444,0.358047
Gpr137c,2.63331,3.00405,0.190031,2.70656,2.37802,-0.186695,2.90424,2.43659,-0.253299,3.6791,1.52647,-1.26916,3.11554,3.06691,-0.0226954,3.39734,3.3307,-0.0285797
Il23r,0.124406,0,-1.79769e+308,0.0500205,0.18876,1.91596,0.0593103,0.167546,1.4982,0.037386,0.555807,3.89401,0.0619001,0.131377,1.0857,0.119413,0.134751,0.174335
Olfr367-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd34a,4.07849,27.012,2.72749,17.3138,52.7259,1.60659,5.08584,24.1238,2.2459,3.83985,22.4076,2.54486,10.0415,32.9981,1.7164,8.19558,15.3922,0.909281
Olfr147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdh10,5.94258,9.64726,0.699029,5.50673,9.30584,0.756941,5.80327,10.9569,0.916899,3.67148,7.86926,1.09986,4.06384,8.0784,0.991225,4.30756,6.9558,0.691345
Ccr2,3.36413,0.00837838,-8.64935,1.72185,0.123295,-3.80378,2.41225,1.77977,-0.438685,2.21107,0.217855,-3.34331,2.76775,0.286045,-3.2744,2.34981,0.0733477,-5.00165
Dcaf5,10.0486,9.52119,-0.077783,9.49032,10.2562,0.111963,8.68595,13.3386,0.61885,9.93495,10.7937,0.119611,10.3,7.79448,-0.402125,9.82383,10.8207,0.139437
Ntf3,2.12551,52.7348,4.63288,1.70723,64.8677,5.24777,1.71275,55.5075,5.0183,0.925639,28.8498,4.96197,1.34099,33.6119,4.6476,1.05212,37.1426,5.1417
Themis,0.470312,0,-1.79769e+308,0.558818,0.13232,-2.07835,0.867304,0.586042,-0.565533,0.29908,0.114549,-1.38456,0.877282,0.230055,-1.93106,0.420827,0.154976,-1.44118
Oxtr,0.572898,0.347266,-0.72224,0.61121,0.197471,-1.63003,0.619422,0.561432,-0.141813,0.46857,0.0241878,-4.27591,0.436394,0.686076,0.652737,0.4677,0.211109,-1.14759
Agtr1a,0.0986718,0,-1.79769e+308,0.171918,1.28308,2.89981,0.328043,0.463869,0.499832,0.0428306,1.00819,4.55698,0.212744,0.501698,1.2377,0.307808,0.874792,1.50691
Fam110b,16.7053,15.4592,-0.11184,20.3772,22.1771,0.122119,14.7614,19.1582,0.376132,13.6423,12.2362,-0.156932,17.1469,22.7479,0.407781,18.4323,16.0058,-0.203638
Frmd3,2.19701,7.16873,1.70617,3.43941,6.09942,0.82651,3.47784,7.63229,1.13393,3.45247,4.01252,0.216877,4.29545,4.18607,-0.0372127,3.89785,3.00368,-0.375946
Catsperg2,0,0,0,0.00911544,0.18729,4.36082,0.0330256,0.0339268,0.0388433,0.0113556,0,-1.79769e+308,0.037603,0.0266028,-0.499266,0,0.0136431,1.79769e+308
Gm8186,34.913,56.6534,0.698398,32.4426,69.0044,1.0888,20.3436,47.5807,1.2258,23.1646,28.6984,0.309049,21.0945,20.3505,-0.0518073,24.0465,29.2224,0.28125
Ivl,0,0,0,0,0,0,0.0148399,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
C5ar1,1.18826,0,-1.79769e+308,0.873044,0.479668,-0.864019,1.52685,1.79268,0.231553,1.42506,0.418141,-1.76896,0.962414,0.746766,-0.366,1.28807,1.22956,-0.0670668
Flg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrap,0.131549,0.0744751,-0.82077,0.887798,0.212351,-2.06378,0.416809,0.230378,-0.855382,0.662823,0.394801,-0.747497,0.33735,0.0432407,-2.96379,0.639112,0.30986,-1.04445
Plcxd3,25.7951,58.8893,1.19091,21.3459,51.9362,1.28278,26.8318,75.5653,1.49378,32.6171,92.7607,1.50788,26.6155,72.6077,1.44786,20.2525,99.6844,2.29927
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugt3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam183b,11.3784,80.5654,2.82387,14.0036,100.755,2.84698,13.514,85.6568,2.66411,14.2355,63.531,2.15797,12.4367,54.6752,2.13629,15.336,57.9653,1.91826
4930469G21Rik,0.0667856,0,-1.79769e+308,0.139634,0,-1.79769e+308,0.252955,0,-1.79769e+308,0.173954,0,-1.79769e+308,0.0719862,0.101856,0.500744,0.208305,0,-1.79769e+308
Zfp518a,2.26245,0.220235,-3.36077,1.97521,1.06818,-0.886846,1.82567,1.29199,-0.498837,1.71614,1.58614,-0.113642,1.69131,1.49967,-0.173496,1.37036,1.45637,0.0878259
Olfr449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myoz3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frmpd4,4.1106,3.4045,-0.271908,3.05941,3.18492,0.0580039,3.34505,3.0716,-0.123035,3.19664,3.16754,-0.013194,2.9935,3.03472,0.0197297,2.84299,3.54856,0.319826
Purg,2.41147,0.412798,-2.54641,2.30439,0.694775,-1.72977,2.5003,0.702504,-1.83152,2.72128,1.51958,-0.840612,2.06103,0.566589,-1.86299,1.80248,1.01121,-0.833901
Rgag4,2.85543,3.74939,0.392948,3.11168,2.33184,-0.416226,3.48706,2.93998,-0.246206,1.00131,0.589206,-0.76504,1.39904,0.557084,-1.32847,4.07129,2.7445,-0.568942
4930515G13Rik,0,0,0,0,0,0,0,0.111195,1.79769e+308,0,0,0,0,0,0,0,0,0
Skint7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdp1,16.5101,22.3612,0.437647,17.8275,21.2887,0.255982,13.9124,25.113,0.85207,30.1708,25.6157,-0.236127,27.5387,29.8047,0.11408,29.8529,32.0338,0.101727
Olfr844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9833,0.504861,0.642243,0.347233,0.388504,0.608525,0.647386,0.347666,0.664939,0.935521,0.273921,0.542973,0.987121,0.294795,0.481288,0.707185,0.349968,0.789838,1.17433
Gm12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigd2,4.66675,16.0325,1.78051,5.64418,10.9418,0.955017,4.36183,8.24121,0.917925,4.16995,6.18425,0.568569,4.4852,9.5907,1.09646,4.39918,6.6921,0.605226
Apoo-ps,1.96375,4.7613,1.27774,1.99339,5.75974,1.53078,1.82268,5.4776,1.58748,3.11122,6.74532,1.1164,3.21954,6.11729,0.92604,4.17017,10.0124,1.2636
Gm7324,7.96684,16.0494,1.01044,7.63548,18.8702,1.30532,7.94384,15.61,0.974565,8.35313,19.3065,1.20869,9.44008,19.0177,1.01047,8.49974,17.8309,1.06889
Gpr81,1.82136,0.43642,-2.06123,1.30729,0.279527,-2.22552,2.18837,1.65408,-0.403823,2.88467,1.28187,-1.17016,1.26594,0.797505,-0.66664,1.40123,2.09664,0.581383
Hspe1-ps2,0,0,0,1.13541,0,-1.79769e+308,0.673444,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Rpl37-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrp1b,4.13246,3.05539,-0.435647,3.31681,2.8405,-0.223652,3.67016,4.17264,0.18512,4.78797,3.67569,-0.3814,4.2402,2.80845,-0.594358,3.02046,3.17627,0.072565
Kcnk3,7.04914,2.4273,-1.5381,6.43297,1.57549,-2.02968,7.13144,0.979961,-2.8634,8.34483,1.8158,-2.20028,7.67151,2.27062,-1.75642,7.30528,1.05086,-2.79736
Olfr509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scn3b,13.7197,91.6552,2.73997,15.3692,95.7763,2.63963,15.5772,84.9083,2.44647,15.162,89.5684,2.56253,17.0937,74.8522,2.13058,15.0942,86.0472,2.51113
Mblac1,0.448951,1.26022,1.48904,0.782219,3.44308,2.13805,0.747147,2.65592,1.82975,0.779361,2.89663,1.89401,1.20974,3.65163,1.59384,0.855705,1.40453,0.714903
A230051G13Rik,0.579834,1.00849,0.798477,0.97578,0.941783,-0.0511612,0.33651,0.321745,-0.0647307,0.35727,1.11365,1.64021,0.536076,0.627733,0.227715,0.582365,0.617029,0.0834149
Lix1l,0.881834,1.03326,0.228631,0.971428,0.561098,-0.791854,1.16555,0.511872,-1.18716,0.814966,0.6884,-0.243492,1.16534,0.694264,-0.747193,0.946562,0.623083,-0.603272
Prss38,0,0,0,0.0442358,0.333809,2.91574,0.0437094,0.339503,2.95741,0.0826433,0,-1.79769e+308,0,0,0,0,0,0
Zfp219,0.494919,0.702168,0.504625,2.34841,2.20244,-0.0925804,0.784684,1.30574,0.734687,0.751752,1.50229,0.998834,1.68199,2.59875,0.627647,1.47841,0.551236,-1.42331
Trappc1,63.8195,172.069,1.43092,81.7093,187.009,1.19453,77.6348,163.46,1.07416,76.5805,196.553,1.35987,65.2322,163.271,1.32361,77.7678,171.683,1.1425
Prmt6,2.43307,2.96194,0.283766,3.05978,3.80886,0.315933,1.87132,4.53031,1.27555,2.4914,4.61593,0.889665,3.33639,3.27506,-0.0267677,3.87394,3.00256,-0.367608
Syt12,3.93721,2.55626,-0.623136,4.12518,2.4655,-0.742577,5.66214,1.31378,-2.10763,5.59963,3.47412,-0.688685,5.87505,4.0867,-0.523666,9.46582,3.87397,-1.28891
Ccdc71,6.90989,8.57359,0.311237,10.3284,9.96664,-0.0514314,7.88321,14.1738,0.846368,14.3351,22.2723,0.635699,12.3293,19.3377,0.649318,13.1122,15.7757,0.266799
Fut4,0.46671,0.547841,0.231233,0.270321,0.978671,1.85615,0.416943,1.25149,1.58573,0.147842,0.488427,1.72409,0.244782,0.34635,0.500734,0.137729,0.325642,1.24145
Sorl1,16.7385,33.6216,1.00622,16.941,21.4055,0.337459,18.4163,35.1718,0.933439,23.3544,44.3535,0.925356,22.6187,60.2317,1.41301,21.1938,49.0811,1.21152
Fbxw13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp2,14.2025,21.3887,0.590703,12.3727,23.0127,0.895272,11.1635,20.3978,0.869617,20.0066,17.4299,-0.198915,14.9336,20.5454,0.460254,19.5391,20.6659,0.0808893
Smcr8,2.87215,3.21626,0.163252,2.4778,2.36163,-0.0692757,2.58032,3.75478,0.541176,2.89575,3.55943,0.297711,3.05602,3.8356,0.327801,2.60078,4.17239,0.681933
Setd8,9.49232,5.95401,-0.672899,11.3343,5.30414,-1.0955,10.8691,6.52752,-0.735629,5.92572,5.64752,-0.0693719,7.02825,5.96567,-0.236479,6.4793,6.1213,-0.082
Olfr902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odz2,3.44134,5.31679,0.627585,3.41393,5.3733,0.654374,3.048,5.47472,0.844923,2.73184,7.63256,1.48229,2.39918,6.05981,1.33673,2.50514,4.75623,0.924929
Fam134a,21.9687,32.0832,0.546368,22.1891,33.9481,0.613479,25.3384,31.9669,0.335253,24.7728,31.5379,0.348332,24.3155,32.0765,0.399642,27.5302,37.2367,0.435711
Gm5105,0.0900039,0.0473768,-0.925805,0.235224,1.04538,2.15192,0.046485,0.15319,1.72049,0.234396,0.362989,0.630977,0,0.13728,1.79769e+308,0.280753,0.211209,-0.410628
Zg16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rd3,0.116415,0,-1.79769e+308,0.324532,0.280616,-0.209761,0.140293,0,-1.79769e+308,0.15158,0,-1.79769e+308,0.250971,0,-1.79769e+308,0.121039,0.364228,1.58937
Dcaf7,12.8551,26.194,1.0269,13.844,26.3896,0.930707,14.785,25.627,0.793533,17.1206,29.1431,0.767421,17.8342,29.202,0.711421,15.81,30.3946,0.942981
4933408B17Rik,0.0911812,0.0172012,-2.40622,0.0423646,0.0572909,0.435447,0.0523256,0,-1.79769e+308,0.0425512,0,-1.79769e+308,0.035226,0,-1.79769e+308,0.067956,0,-1.79769e+308
Olfr173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt8,0,0,0,0.0286019,0,-1.79769e+308,0.0989156,0,-1.79769e+308,0,0,0,0.265446,0.312991,0.237699,0.12802,0,-1.79769e+308
Cox7b2,1.26329,2.20341,0.802548,0.695073,0.873651,0.329893,0.480761,0.484666,0.01167,0.51911,0.643121,0.309049,0.644619,0.608061,-0.0842287,0.621775,0.623679,0.00440993
Gemin4,3.51757,12.1306,1.786,4.89528,16.529,1.75554,3.7238,7.69523,1.04719,3.90862,5.57259,0.511691,3.34316,29.4872,3.1408,6.1275,15.1905,1.3098
Ogfr,2.62199,7.88749,1.5889,4.03099,10.161,1.33384,2.22023,8.17289,1.88014,1.84603,10.1322,2.45644,5.14872,16.732,1.70032,5.11688,6.21693,0.280938
Rarres1,0.313515,0,-1.79769e+308,0.24581,0.592555,1.2694,0.202405,0,-1.79769e+308,0.229622,0,-1.79769e+308,0.190093,0,-1.79769e+308,0.122238,0,-1.79769e+308
Prokr1,0.0453179,0.939398,4.37358,0.106594,0.0372471,-1.51692,0.292571,0.0247958,-3.56062,0.331975,0,-1.79769e+308,0.329791,0.12962,-1.34726,0.282759,0.0531797,-2.41063
Gm13060,0.138538,0,-1.79769e+308,0,0,0,0.035776,0,-1.79769e+308,0,0,0,0.168004,0,-1.79769e+308,0.0540169,0,-1.79769e+308
6030446N20Rik,7.26214,11.0646,0.607478,7.54813,11.573,0.616578,8.08826,7.19944,-0.167945,7.79535,10.6228,0.446482,9.45524,8.86366,-0.0932121,6.13943,11.1812,0.864892
Gm5417,0.256868,1.1813,2.20128,0.872718,1.09603,0.328696,0.906555,1.30961,0.530665,0.500956,0.621525,0.31113,0.622075,0.880194,0.500734,0.40002,0.300934,-0.410628
Tmem200a,0.827935,1.14398,0.466469,0.847487,3.69674,2.12499,0.926488,3.49768,1.91655,1.68447,3.83984,1.18875,1.56182,2.84127,0.863304,0.645634,1.37617,1.09187
Zfp260,30.5855,33.4698,0.13001,25.1363,35.6968,0.506018,29.5283,37.6091,0.34898,35.3775,35.3851,0.000312594,33.1115,32.7192,-0.0171971,31.6914,40.9883,0.371123
Chchd10,11.0544,31.7286,1.52117,54.6407,172.966,1.66244,11.5428,35.3587,1.61507,14.3133,47.9652,1.74463,25.0583,78.3325,1.64432,20.1419,39.4674,0.970463
Gm9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upk1b,0.573871,0,-1.79769e+308,0.351174,0,-1.79769e+308,0.708448,0.347143,-1.02913,0.218714,0.541926,1.30905,0.362125,0.128096,-1.49927,0.349293,0.328464,-0.0886995
Cyp20a1,9.23996,11.264,0.285766,9.02101,11.7043,0.375672,10.0632,9.016,-0.158527,9.60606,12.5277,0.383107,9.36808,9.57574,0.0316309,8.70664,13.1052,0.589957
Gm7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8396,0,0,0,0,0,0,0.0369473,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Aff4,17.2892,26.8296,0.633953,13.4891,22.5087,0.738689,13.6195,31.2932,1.20018,19.2671,53.6255,1.47678,18.3135,32.2949,0.818399,18.3779,42.9049,1.22317
1700104B16Rik,0.127896,0,-1.79769e+308,0.066851,0.336117,2.32994,0.0660556,0.279696,2.08211,0,0,0,0,0,0,0,0,0
Gm8508,0,0,0,0.232986,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Ctu2,4.24314,1.43815,-1.56092,4.55746,5.23055,0.198733,2.98936,4.43256,0.568302,2.28314,12.6776,2.47319,3.94543,6.10758,0.63042,5.18627,5.9517,0.198605
Tmem67,2.76573,4.35218,0.654077,2.11617,1.93366,-0.130125,3.26665,2.15134,-0.602574,3.49338,2.54137,-0.45902,2.42931,3.48991,0.522642,2.03288,2.75436,0.438192
Fam58b,15.6003,32.8102,1.07257,17.1431,43.0926,1.32982,16.5825,42.6814,1.36395,22.5877,45.0035,0.994504,20.4435,50.0532,1.29182,22.1419,35.9473,0.699104
Slc36a3,0,0,0,0,0,0,0.0289345,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Pls1,10.7808,3.68262,-1.54966,10.5875,2.85371,-1.89145,10.6345,3.12925,-1.76486,11.3508,3.81154,-1.57434,12.7414,4.01087,-1.66753,8.96724,5.75499,-0.63985
Gm12669,6.64238,14.4737,1.12366,6.37599,16.8589,1.40279,4.75809,16.1615,1.76411,5.67009,17.628,1.63643,5.93392,16.3329,1.46072,8.2438,12.7892,0.633543
Olfr1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtx3l,3.50667,4.16469,0.248109,3.3706,3.74481,0.151889,4.12121,5.17487,0.328457,2.9425,2.58118,-0.189008,5.0206,6.54214,0.381902,4.18479,7.16302,0.775414
2810046L04Rik,1.92477,2.03373,0.0794392,1.47276,1.37084,-0.103462,1.98861,1.96086,-0.0202737,1.79676,1.21193,-0.568094,1.99979,2.20824,0.143051,1.75357,1.8229,0.0559402
4933407P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930429B21Rik,1.81884,2.77729,0.610659,1.63427,0.810367,-1.012,1.97194,0.526313,-1.90563,2.17266,0.363741,-2.57848,1.16668,1.1693,0.0032341,2.11001,1.97537,-0.0951257
Htr1b,0.34948,0.0973841,-1.84345,0.214908,0.108116,-0.991143,0.148646,0,-1.79769e+308,0.321204,0.0994841,-1.69095,0.46534,0.376243,-0.306621,0.641215,0,-1.79769e+308
Espnl,0.00416163,0,-1.79769e+308,0.00435054,0.0218915,2.3311,0.0128963,0,-1.79769e+308,0,0,0,0,0.0190456,1.79769e+308,0,0,0
Spty2d1,3.93531,6.42119,0.706362,3.48278,4.91819,0.497887,3.92591,7.34548,0.903829,3.54683,4.43618,0.322789,3.31556,5.18826,0.645997,3.21162,5.03607,0.648996
Rps23,809.874,1081.05,0.416665,733.675,1253.17,0.772373,692.16,1025.82,0.567596,464.285,487.56,0.0705717,391.655,535.554,0.451448,536.959,462.759,-0.214551
Cdc42ep1,8.62786,1.63864,-2.3965,9.67424,2.70424,-1.83892,8.26526,2.85039,-1.5359,8.69144,4.16232,-1.06221,8.94867,5.73201,-0.64263,9.7105,4.73849,-1.03512
Tmem202,2.53052,1.28789,-0.974418,2.99519,2.47469,-0.275401,1.6634,1.922,0.208475,2.69577,1.82169,-0.56542,2.16407,0.861192,-1.32934,3.65292,3.4351,-0.0886995
Olfr429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clrn2,0,0,0,0.155937,0,-1.79769e+308,0.0616325,0,-1.79769e+308,0.233036,0,-1.79769e+308,0,0,0,0,0,0
Sall2,12.8208,9.93575,-0.367783,13.5486,11.3298,-0.258014,12.8406,12.9545,0.0127425,15.0591,14.3763,-0.0669468,14.0276,12.8005,-0.132068,14.6247,16.6976,0.191232
Tceal1,33.04,62.2816,0.914592,33.3097,62.8229,0.915349,29.4145,71.886,1.28918,27.9766,49.5491,0.824638,23.2964,45.194,0.956027,32.6181,51.5229,0.659541
Tecrl,0.0305646,0,-1.79769e+308,0.145187,0,-1.79769e+308,0.0526197,0.416204,2.98362,0.199236,0,-1.79769e+308,0.0659003,0,-1.79769e+308,0.0317825,0,-1.79769e+308
Adamts16,0.818286,0.336626,-1.28146,0.548054,0.637007,0.216992,0.679886,0.470981,-0.529625,0.624122,0.0665753,-3.22877,0.690484,0.396865,-0.79896,0.66924,0.214241,-1.64329
Hist1h1a,0.163507,0.38717,1.24362,0,0.376107,1.79769e+308,0,0.834595,1.79769e+308,0,0,0,0.396441,0.373958,-0.0842287,0,0.383563,1.79769e+308
4930474N05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clip1,16.193,18.2219,0.170305,18.9845,19.7709,0.058557,15.1522,24.1525,0.672647,14.9234,18.8889,0.339962,17.453,19.3818,0.151226,15.179,17.8428,0.233265
Fzd9,0.366367,0.644712,0.815365,0.448655,0.784582,0.806319,0.227064,1.60357,2.82011,0.449829,1.87452,2.05907,0.609368,1.19752,0.974665,0.0653082,0.835229,3.67684
Polr1a,2.78589,1.45826,-0.933893,2.22622,1.11708,-0.994864,3.27938,2.51118,-0.385059,3.88845,2.27031,-0.776306,3.70025,2.53529,-0.545472,2.78235,3.66828,0.398802
Tmie,1.41258,5.28509,1.90359,3.26106,9.22142,1.49965,1.98025,5.00526,1.33776,1.28111,4.23243,1.72409,1.79482,3.77083,1.07105,1.31153,2.13117,0.700402
Lingo1,6.1023,7.28053,0.254691,10.825,10.3106,-0.0702312,6.82812,10.2745,0.589508,5.57079,8.96365,0.686203,6.83113,12.4292,0.86354,7.54958,7.92364,0.0697675
Defb20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr95,0,0,0,0.0314027,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0.0936832,0,-1.79769e+308
Gm962,0.241944,0.525396,1.11873,0.521661,0.19885,-1.39143,0.265537,0.650853,1.29342,0.502154,0.914873,0.865442,0.611336,0.830399,0.44184,0.471738,0.141955,-1.73256
Aknad1,0.0175745,0.685765,5.28616,0.0613895,0.0641458,0.0633626,0.0771593,0.347429,2.1708,0.0343316,0.0850663,1.30905,0.0426322,0.337207,2.98362,0.0285714,0.35657,3.64154
9330101J02Rik,1.61664,0.757743,-1.09321,0.98609,2.01975,1.03438,1.18902,0.36864,-1.68949,1.69795,2.17029,0.354093,2.22002,2.17269,-0.0310876,1.87302,0.294952,-2.66681
Olfr780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfa,0.0983503,0.074986,-0.391309,0.109906,0.0445979,-1.30122,0.108598,0.0395858,-1.45594,0.0662485,0.0656597,-0.0128792,0.142594,0.0776004,-0.877778,0.105801,0.0955122,-0.147593
Zfpm1,0.0344446,0,-1.79769e+308,0.0795944,0,-1.79769e+308,0.085486,0,-1.79769e+308,0.0804639,0.0666298,-0.272173,0.0892075,0,-1.79769e+308,0.043182,0,-1.79769e+308
Olfr491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsku,0.274853,0.074834,-1.8769,0.148616,0.0623097,-1.25406,0.323073,0.318045,-0.0226289,0,0.183466,1.79769e+308,0.153243,0,-1.79769e+308,0.266082,0,-1.79769e+308
Grm5,5.83728,6.1177,0.0676934,6.90778,5.71708,-0.272943,5.98962,6.34961,0.0842046,6.89232,6.05508,-0.186842,5.94061,6.49569,0.128872,5.57543,5.50949,-0.0171647
Ccdc69,1.38819,0,-1.79769e+308,1.14934,0.457761,-1.32813,1.4385,1.20291,-0.258042,0.85893,0,-1.79769e+308,1.54064,0,-1.79769e+308,1.01774,0.0859959,-3.56496
Lce1h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vsig8,0,0,0,0.043039,0.07218,0.745954,0.0141762,0.0600636,2.08302,0,0,0,0.0443838,0,-1.79769e+308,0.0428094,0,-1.79769e+308
Zbtb45,1.15398,2.02801,0.813451,1.54197,1.85977,0.270353,1.48777,2.39259,0.685422,1.66096,2.18122,0.393116,1.03829,2.34263,1.17392,1.51577,2.40279,0.664661
Olfr738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr418-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp644,39.0603,24.0302,-0.700858,47.3371,24.3383,-0.959743,38.6099,29.6437,-0.381246,28.0338,25.1303,-0.157742,30.2445,22.5137,-0.425872,26.9702,16.0563,-0.748225
Gpr55,0.0558941,0,-1.79769e+308,0.0486924,0,-1.79769e+308,0.0673582,0,-1.79769e+308,0,0,0,0.0602568,0,-1.79769e+308,0.116244,0,-1.79769e+308
Omg,55.9402,116.483,1.05816,58.2604,111.8,0.940325,63.3507,116.855,0.883289,68.3517,108.973,0.672926,64.23,129.097,1.00714,70.9527,120.535,0.764517
Olfr103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc17a5,4.48511,4.76223,0.0864947,6.33176,9.41526,0.572394,4.97119,6.50557,0.388083,5.83917,10.3107,0.820308,6.7002,9.59165,0.517575,6.35774,10.4,0.709992
Tifab,2.61564,0.533972,-2.29233,2.89414,0.296248,-3.28826,3.55759,1.01507,-1.80931,2.5886,0.621441,-2.05849,2.51887,0.371092,-2.76293,3.6268,0.715312,-2.34205
C1ql3,1.26028,2.56768,1.02672,1.51863,2.40364,0.662448,1.36144,1.64224,0.270534,1.31545,1.86252,0.501694,1.15123,1.01257,-0.185158,1.20047,1.17404,-0.0321159
Vgll2,0.0303149,0,-1.79769e+308,0.0158455,0,-1.79769e+308,0.0175799,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
2310022A10Rik,12.4425,20.2639,0.70364,13.4713,23.9437,0.829762,14.1774,16.9144,0.254659,10.9206,17.0288,0.640925,11.3998,17.3997,0.610056,13.7243,14.5861,0.0878686
Purb,104.017,39.2725,-1.40523,103.184,32.7219,-1.65689,102.621,33.7295,-1.60524,95.7961,30.1893,-1.66593,80.1587,26.3537,-1.60485,73.303,27.96,-1.39051
Olfr273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr3,2.04013,3.72202,0.867428,4.08149,6.52153,0.676116,2.29414,2.73966,0.256044,1.40175,4.02615,1.52217,1.72605,4.73405,1.4556,2.02822,2.99778,0.563681
Spatc1,0,0,0,0,0,0,0,0,0,0,0.302922,1.79769e+308,0,0,0,0,0,0
Zbtb5,3.37513,2.05796,-0.713723,4.30958,3.47406,-0.310925,3.48612,2.29796,-0.601266,4.75804,2.43806,-0.964633,5.04829,3.12867,-0.690245,3.81682,5.05234,0.404579
Bdp1,3.70848,2.77977,-0.415863,4.72571,2.18975,-1.10977,4.36269,3.74394,-0.220659,3.13849,3.72413,0.24683,3.97173,1.78817,-1.15128,1.58217,3.06997,0.956322
Aftph,26.1536,22.8038,-0.197733,17.2754,18.8311,0.124397,18.4599,28.7816,0.640748,27.4436,38.3462,0.482614,38.6295,41.5528,0.105243,28.0586,31.4286,0.163631
Mtag2,1.15667,2.69317,1.21932,1.26558,1.73587,0.45586,1.7205,3.98074,1.21021,1.4892,3.80497,1.35334,1.66649,4.65577,1.4822,3.46228,2.38761,-0.536158
Vmn1r190-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
