gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Trbv1,0.159917,0,-1.79769e+308,0.668703,0,-1.79769e+308,1.15631,0,-1.79769e+308,0.623496,0,-1.79769e+308,1.03232,0,-1.79769e+308,0.995742,0,-1.79769e+308
Trbv2,0.668118,0,-1.79769e+308,0.174612,0.876724,2.32797,0.172534,0,-1.79769e+308,0.65117,0,-1.79769e+308,0,0,0,0,0,0
Trbv3,1.14381,0,-1.79769e+308,0.854093,0.21443,-1.99389,1.01272,0,-1.79769e+308,0,3.15696,1.79769e+308,3.16431,0.746216,-2.08423,1.01739,0,-1.79769e+308
Trbv4,0.346836,0,-1.79769e+308,1.26903,0,-1.79769e+308,0.358266,0.757399,1.08002,4.73215,0,-1.79769e+308,0.559645,0,-1.79769e+308,0,0,0
Trbv5,0.683238,0,-1.79769e+308,1.07138,0,-1.79769e+308,0.882193,0,-1.79769e+308,1.33175,0,-1.79769e+308,1.65373,0,-1.79769e+308,8.50737,2.40002,-1.82567
Trbv12-1,0.690467,0,-1.79769e+308,0.433086,0.543834,0.328512,0.285289,0,-1.79769e+308,0,0,0,1.7834,0.630848,-1.49927,0.860101,0,-1.79769e+308
Trbv13-1,1.44216,0,-1.79769e+308,1.31917,0,-1.79769e+308,2.42074,0,-1.79769e+308,0,0,0,2.90853,3.2923,0.178806,1.68328,0,-1.79769e+308
Trbv12-2,0.82856,0,-1.79769e+308,1.44362,0,-1.79769e+308,0.713221,0,-1.79769e+308,0,0,0,0.891699,0,-1.79769e+308,0.43005,0.64705,0.589372
Trbv13-2,2.44914,0,-1.79769e+308,3.2004,0,-1.79769e+308,3.37314,0.891042,-1.92053,3.97653,0,-1.79769e+308,7.24233,0,-1.79769e+308,4.44544,0,-1.79769e+308
Trbv13-3,2.06526,0,-1.79769e+308,1.79917,0.225826,-2.99405,1.77776,0.501117,-1.82684,0.670913,0,-1.79769e+308,1.66625,0.785876,-1.08423,3.75013,4.0303,0.103946
Trbv14,0.173418,0,-1.79769e+308,0,0,0,0.179133,0,-1.79769e+308,0,0,0,0.559645,0,-1.79769e+308,0,0,0
Trbv15,0.490204,0,-1.79769e+308,1.02491,0,-1.79769e+308,0.337572,0,-1.79769e+308,0.637054,0,-1.79769e+308,2.10954,0.746216,-1.49927,0.508697,0,-1.79769e+308
Trbv16,1.35626,1.87018,0.463547,0.531684,0,-1.79769e+308,1.40095,0,-1.79769e+308,0.660906,0,-1.79769e+308,0.547131,0,-1.79769e+308,0.527743,0,-1.79769e+308
Trbv17,1.9076,2.45951,0.366614,0.725162,0.682638,-0.0871817,0.716533,0,-1.79769e+308,2.02807,0,-1.79769e+308,2.79822,0,-1.79769e+308,0,0,0
Trbv19,1.41902,1.49107,0.0714477,1.15379,0,-1.79769e+308,0.651461,1.37751,1.08031,1.84426,0,-1.79769e+308,1.01785,1.44019,0.500734,1.47267,0,-1.79769e+308
Trbv20,1.96746,0,-1.79769e+308,1.68282,0,-1.79769e+308,2.58657,0.781115,-1.72743,1.39438,0,-1.79769e+308,1.7315,0.816654,-1.08423,0,2.51289,1.79769e+308
Trbv21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838972,0,-1.79769e+308
Trbv23,0.501088,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0.539071,0,-1.79769e+308,0,0,0
Trbv26,0.334059,0,-1.79769e+308,0.523835,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0.519969,0,-1.79769e+308
Trbv29,0.167029,0,-1.79769e+308,0.523835,0.657543,0.327973,0.517602,0,-1.79769e+308,0,0,0,2.69536,0,-1.79769e+308,1.55991,0,-1.79769e+308
Trbv30,0,0,0,0,0,0,0.189186,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Trbd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj1-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc1,12.6638,2.65664,-2.25304,10.8282,2.21205,-2.29133,16.4837,1.60064,-3.36433,8.00048,1.41596,-2.49831,19.16,6.02447,-1.66919,14.7164,4.97769,-1.56387
Trbd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbj2-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc2,20.6754,5.04512,-2.03495,20.1656,5.04099,-2.00012,30.1636,4.14301,-2.86406,19.4138,3.43595,-2.49831,28.6996,9.42105,-1.60707,19.8207,3.49868,-2.50213
Trbv31,0.36054,0,-1.79769e+308,0.188453,0,-1.79769e+308,0.186211,0,-1.79769e+308,0,1.74106,1.79769e+308,1.16341,0.823076,-0.499266,1.68328,0,-1.79769e+308
Igk-V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv2-137,17.525,3.94654,-2.15075,2.0014,0.193299,-3.3721,3.80304,0.428938,-3.14831,2.29711,0,-1.79769e+308,9.0329,2.69073,-1.74719,5.04426,2.75984,-0.870059
Igkv1-135,86.8148,25.5364,-1.76538,12.3933,2.70619,-2.19522,29.5116,2.14469,-3.78244,11.4855,4.98027,-1.20552,43.7383,18.1624,-1.26794,13.2985,4.82971,-1.46125
Igkv1-133,0.589074,0,-1.79769e+308,0.769769,0,-1.79769e+308,0,0,0,0,0,0,2.13937,0,-1.79769e+308,0,0,0
Igkv1-132,0.441806,0,-1.79769e+308,0.461861,0,-1.79769e+308,0,0,0,0,0,0,1.42625,2.69073,0.915771,0,0,0
Igkv1-131,0.809977,0.464299,-0.802827,0.0769769,0,-1.79769e+308,0.152122,0,-1.79769e+308,0,0,0,0.237708,0,-1.79769e+308,0,0,0
Igkv14-130,4.7975,2.52046,-0.928594,4.8481,3.14799,-0.622987,0.991119,0.23285,-2.08966,3.74098,3.08978,-0.275914,0,0,0,4.97871,2.24728,-1.14759
Igkv9-129,0,0,0,0.334352,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Igkv17-127,87.3691,20.9958,-2.05702,68.3005,19.2752,-1.82515,60.6066,23.873,-1.3441,34.9584,5.36215,-2.70476,37.209,14.0395,-1.40616,81.8834,14.4001,-2.50749
Igkv14-126,0,0.987115,1.79769e+308,0.163675,0,-1.79769e+308,0,0,0,0,0,0,6.56988,2.14522,-1.61474,9.74933,2.93375,-1.73256
Igkv11-125,0.319833,0,-1.79769e+308,0.334352,0.629599,0.913066,0,0,0,0.623496,0,-1.79769e+308,0,0,0,0,0,0
Gm4966,2.78695,2.19315,-0.345683,0.291346,0,-1.79769e+308,2.30303,0.810447,-1.50674,15.1908,2.68853,-2.49831,13.4739,1.27098,-3.40616,0,0,0
Igkv9-123,4.8536,66.6303,3.77905,0.163675,1.64384,3.32817,1.29382,4.10372,1.66529,0,1.5126,1.79769e+308,0,0,0,0,0,0
Gm16798,1.35225,0,-1.79769e+308,0.157071,0,-1.79769e+308,0,0,0,2.34353,5.08091,1.1164,0.485023,0,-1.79769e+308,0,0,0
Igkv17-121,27.9054,5.29297,-2.3984,30.1752,5.24666,-2.52389,34.7718,8.61547,-2.01292,22.7576,3.476,-2.71085,17.2914,7.30334,-1.24343,16.9276,4.49455,-1.91313
Gm5571,4.54047,4.19524,-0.114087,0.6547,0,-1.79769e+308,3.23455,1.13992,-1.50463,1.8314,0,-1.79769e+308,5.05375,0,-1.79769e+308,2.9248,0.733438,-1.99559
Gm16797,11.3439,1.7763,-2.67497,7.30379,2.07066,-1.81856,1.62962,0.875212,-0.89683,4.98,0,-1.79769e+308,4.60772,0.686275,-2.74719,2.33918,0,-1.79769e+308
Igkv2-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv2-112,5.59698,0,-1.79769e+308,2.53018,0,-1.79769e+308,1.25004,0,-1.79769e+308,0.589849,0,-1.79769e+308,2.44154,1.38184,-0.821194,2.35502,0,-1.79769e+308
Gm16939,2.81822,0.987115,-1.51349,0.6547,0,-1.79769e+308,0.808638,1.13992,0.495369,6.10467,1.5126,-2.01288,1.51613,0,-1.79769e+308,2.43733,0.733438,-1.73256
Gm16634,9.69115,0.828942,-3.54732,7.77501,1.47904,-2.39418,3.33684,0.218803,-3.93078,6.73764,1.45169,-2.21451,9.94297,0,-1.79769e+308,2.33918,0.703901,-1.73256
Igkv2-109,1.0174,0,-1.79769e+308,1.67134,0.953878,-0.809128,6.15541,1.90502,-1.69205,0.56678,2.10653,1.89401,0.469209,0,-1.79769e+308,0,0,0
Igkv16-104,45.585,13.5508,-1.75018,4.91806,1.27733,-1.94496,3.68654,0.70861,-2.3792,0,0,0,5.75954,0.740851,-2.9587,2.5252,0.759879,-1.73256
Igkv15-103,2.28762,1.80269,-0.343696,3.41637,2.35873,-0.534457,1.85665,0.713741,-1.37923,7.0076,4.73544,-0.56542,1.05477,1.49243,0.500734,1.52609,0,-1.79769e+308
Igkv14-100,3.03841,3.78069,0.315332,0,0,0,0.165187,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Gm16800,0.15025,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0.485023,0,-1.79769e+308,0.93567,0,-1.79769e+308
Gm16636,4.17574,1.84263,-1.18026,5.23835,1.75345,-1.57892,1.55281,0,-1.79769e+308,1.30234,0,-1.79769e+308,4.85164,3.81375,-0.347263,6.75959,0.782341,-3.11107
Gm16637,19.8532,7.46828,-1.41053,7.08898,1.92987,-1.87707,5.48555,0.713741,-2.94216,9.55582,0,-1.79769e+308,21.6228,11.5663,-0.902622,14.2435,11.8634,-0.263786
Igkv10-95,0,0,0,0,0,0,0.287879,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Igkv10-94,2.69612,0.257527,-3.38809,0.768684,0.857719,0.158114,2.95376,1.18957,-1.31211,1.27411,0,-1.79769e+308,5.80124,1.86554,-1.63677,2.03479,1.14807,-0.825665
Igkv19-93,27.8939,13.4249,-1.05504,19.2073,5.69871,-1.75295,16.2182,5.10689,-1.6671,26.0468,6.45383,-2.01288,36.1178,16.0177,-1.17304,29.6382,10.9528,-1.43616
Igkv4-92,0.476357,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10879,3.31607,0.261305,-3.66567,1.21331,0.652727,-0.894397,4.45296,0.241404,-4.20524,0.646401,0,-1.79769e+308,0,0,0,3.09696,2.32983,-0.410628
Gm16906,0.57694,0,-1.79769e+308,0.201043,0.252279,0.327515,0,0,0,0,0,0,0,0,0,0,0,0
Gm16905,2.32519,1.12734,-1.04442,19.8198,4.69342,-2.07824,2.21706,0.260372,-3.09,0,0,0,3.46301,0.816654,-2.08423,0,0,0
Gm16904,0,0,0,0.307907,0,-1.79769e+308,0,0,0,0,0,0,0.475416,0,-1.79769e+308,0,0,0
Igkv4-86,0.172105,0,-1.79769e+308,0,0,0,0.177776,0,-1.79769e+308,0,0,0,0,0,0,1.6072,0.80606,-0.99559
Igkv13-84,71.5697,31.6758,-1.17597,10.0783,2.1443,-2.23268,9.28323,5.47202,-0.762555,11.467,2.36772,-2.27591,7.91079,3.73108,-1.08423,15.7696,6.12305,-1.36482
Igkv4-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16729,6.66607,2.59403,-1.36164,0,0,0,3.31536,0,-1.79769e+308,1.28339,0,-1.79769e+308,0.531228,0,-1.79769e+308,2.56202,0,-1.79769e+308
Igkv4-79,1.2088,0.124256,-3.28219,0.109884,0.0517308,-1.08689,0,0,0,0,0,0,0,0,0,1.39085,0.738588,-0.913128
Igkv4-78,0.843414,0,-1.79769e+308,0,0,0,0.158402,0,-1.79769e+308,0.597937,0,-1.79769e+308,0,0,0,0.238731,0,-1.79769e+308
Gm10880,2.19341,1.54989,-0.501012,0,0,0,0.234382,0,-1.79769e+308,0,0,0,0,0,0,0.471003,0,-1.79769e+308
Igkv4-73,0.306696,0,-1.79769e+308,0.160309,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Gm1499,3.94173,7.45535,0.919445,0.659307,0.62077,-0.086892,1.46579,1.6071,0.132779,1.84426,0.761612,-1.27591,9.16062,5.04065,-0.861836,2.45444,3.69294,0.589372
Gm1502,1.05446,1.49144,0.500207,0.169588,0.106444,-0.671939,0.418925,0,-1.79769e+308,0,0.391783,1.79769e+308,0.785392,0,-1.79769e+308,0,0.759879,1.79769e+308
Igkv4-69,0.162224,0,-1.79769e+308,0.113059,0.0709627,-0.671939,0.16757,0,-1.79769e+308,0.316237,0,-1.79769e+308,0,0,0,1.17843,0,-1.79769e+308
Igkv4-68,4.30963,4.59746,0.0932741,4.14814,1.46571,-1.50087,1.1672,0.229585,-2.34595,0,0.761612,1.79769e+308,38.763,19.0825,-1.02243,1.06359,0.369294,-1.5261
Igkv4-63,13.2426,4.87776,-1.44089,1.17819,0,-1.79769e+308,0.291042,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Igkv4-62,14.0231,7.19485,-0.962769,0,0,0,0.629793,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Gm16895,3.4086,2.49319,-0.451186,5.62104,2.10741,-1.41536,0.198362,0,-1.79769e+308,13.4564,2.7785,-2.27591,7.11715,0,-1.79769e+308,0.596951,0,-1.79769e+308
Igkv4-59,13.4282,4.72172,-1.50788,6.70295,4.43161,-0.596967,5.72743,1.4923,-1.94035,0.614753,0,-1.79769e+308,3.64729,1.80023,-1.01864,4.9907,0.369294,-3.7564
Igkv4-58,0,0,0,0,0,0,0.272894,0,-1.79769e+308,0,0,0,0,0,0,0.821467,0,-1.79769e+308
Igkv4-57-1,3.17666,1.66911,-0.928433,0,0,0,1.40629,0,-1.79769e+308,0.589849,0,-1.79769e+308,0.976614,1.38184,0.500734,0.942006,0,-1.79769e+308
Igkv4-57,48.4547,14.1986,-1.77089,20.0611,4.19732,-2.25686,14.7016,2.79421,-2.39546,8.72895,6.952,-0.328381,11.3556,4.38201,-1.37374,8.4638,0,-1.79769e+308
Gm16992,0,0,0,0.88364,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Gm1524,14.1114,13.3782,-0.0769777,1.31861,1.44846,0.1355,0.570029,0,-1.79769e+308,0,1.90403,1.79769e+308,1.27231,0,-1.79769e+308,2.94533,0,-1.79769e+308
Igkv4-50,7.56813,2.2366,-1.75863,0.659307,0.62077,-0.086892,0,0,0,1.22951,0,-1.79769e+308,1.01785,0,-1.79769e+308,0.490889,2.95435,2.58937
Gm10881,8.66026,0,-1.79769e+308,4.09965,0,-1.79769e+308,2.70058,3.09288,0.195683,3.82233,0,-1.79769e+308,1.58216,2.23865,0.500734,3.56088,0,-1.79769e+308
Gm16849,38.5627,17.2543,-1.16025,16.5694,6.00403,-1.46452,47.2601,18.3194,-1.36725,14.0152,1.57848,-3.15038,21.6228,23.8789,0.143182,13.7348,3.82691,-1.84359
Gm16850,3.59483,1.4164,-1.3437,2.39146,0.107215,-4.47932,8.94566,8.68385,-0.0428529,1.91116,0.39462,-2.27591,22.4139,10.0739,-1.15377,3.56088,0,-1.79769e+308
Gm16851,17.4839,33.8648,0.953756,2.13523,0.643289,-1.73085,9.78959,7.37533,-0.408542,27.0748,27.6234,0.028941,49.3106,31.3411,-0.653843,5.08697,0.765382,-2.73256
Igkv5-45,7.35305,3.47661,-1.08066,3.75801,0.107215,-5.13139,28.8624,23.9103,-0.271558,7.64465,2.76234,-1.46856,67.7691,29.4755,-1.20111,11.1913,1.53076,-2.87006
Igkv12-41,25.0004,13.7777,-0.859617,3.6726,1.92987,-0.9283,2.70058,0.237914,-3.50476,0.955582,0,-1.79769e+308,2.37324,2.23865,-0.0842287,7.12176,1.53076,-2.21798
Igkv5-39,22.5743,24.5632,0.121822,33.7961,16.4351,-1.04008,8.06061,8.50969,0.0782181,17.3609,16.1312,-0.105989,13.4739,31.7745,1.2377,14.7293,9.12538,-0.690735
Gm16690,0,0,0,0,0,0,1.38027,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Igkv5-37,38.3993,13.3914,-1.51977,13.4947,2.35873,-2.51631,28.6936,4.99619,-2.52183,29.3045,3.9462,-2.89258,63.2863,14.9243,-2.08423,10.1739,2.29614,-2.14759
Gm16689,0,0,0,0,0.657543,1.79769e+308,0.345068,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Gm16688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U29423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv6-32,11.4381,5.66559,-1.01355,3.41637,0.857719,-1.99389,5.73873,3.56871,-0.685329,11.467,21.3095,0.894011,10.0203,5.22351,-0.939839,8.13915,0,-1.79769e+308
Igkv8-30,18.2662,13.2026,-0.468354,31.096,14.7839,-1.0727,13.2748,7.78091,-0.770683,52.9314,20.231,-1.38756,20.5112,25.0644,0.28923,22.0325,3.38265,-2.70341
Igkv6-29,4.67683,0.921315,-2.34376,7.33369,1.97263,-1.89442,3.88201,1.45911,-1.41171,1.30234,0,-1.79769e+308,5.12118,1.5255,-1.74719,2.59984,0.39117,-2.73256
Igkv8-28,42.2066,15.7029,-1.42644,0.969725,0.608139,-0.673174,15.331,17.8807,0.22195,8.13031,5.59587,-0.538948,78.5246,56.0826,-0.485591,8.65622,1.08534,-2.99559
Gm16944,13.6349,8.05057,-0.760142,1.78173,5.10728,1.51928,4.02407,1.41666,-1.50617,19.915,10.5739,-0.913344,306.181,134.411,-1.18773,6.05806,3.41809,-0.825665
Gm16945,0,0,0,0,0,0,0,0,0,0,0,0,0.224324,0,-1.79769e+308,0,0,0
Igkv6-25,9.39557,2.18898,-2.10172,2.13523,1.50101,-0.508462,5.40115,1.18957,-2.18283,1.59264,0.39462,-2.01288,3.16431,0.746216,-2.08423,2.79783,1.14807,-1.2851
Igk-V8,4.3319,2.73157,-0.66527,2.56618,0.379074,-2.75907,22.9699,10.5147,-1.12733,2.8155,0.697619,-2.01288,0.932325,1.31918,0.500734,0.899287,3.38265,1.9113
Igkv6-23,60.4584,30.3882,-0.992434,15.8861,6.00403,-1.40376,11.2243,4.04453,-1.47258,26.7563,16.1794,-0.725717,61.7041,26.8638,-1.19971,19.8392,9.94996,-0.99559
Igkv8-21,20.4703,3.48224,-2.55545,6.0042,2.89949,-1.05017,0.760609,0.857876,0.173615,4.59422,4.98027,0.116404,5.70499,1.34536,-2.08423,3.66855,0,-1.79769e+308
Igkv6-20,24.1407,8.49361,-1.50702,34.0764,7.69886,-2.14606,26.979,8.54203,-1.65919,5.85116,1.97699,-1.56542,27.9624,12.4614,-1.16602,11.4682,2.23676,-2.35816
Igkv8-19,6.14546,2.92146,-1.07283,0.969725,0,-1.79769e+308,17.0078,12.4827,-0.446264,3.61347,0,-1.79769e+308,4.48712,6.34897,0.500734,10.0989,0,-1.79769e+308
Igkv8-18,0,0,0,3.94708,0,-1.79769e+308,2.31118,0,-1.79769e+308,0,0,0,8.80384,0,-1.79769e+308,0.87096,0,-1.79769e+308
Igkv6-17,21.1605,15.0653,-0.490139,4.35588,1.50101,-1.53703,10.0428,2.14122,-2.22965,1.59264,0,-1.79769e+308,27.9514,12.6857,-1.13972,17.55,5.74036,-1.61226
Igkv8-16,1.61995,1.8572,0.197173,0.153954,0,-1.79769e+308,0.456365,0,-1.79769e+308,1.72283,0,-1.79769e+308,0.950832,0.672681,-0.499266,0,0,0
Igkv6-15,218.467,111.252,-0.973592,74.6478,24.445,-1.61056,107.601,54.6012,-0.978688,54.7867,17.3633,-1.65778,320.651,108.947,-1.55737,173.466,52.0459,-1.73679
Igkv6-14,0.817006,0,-1.79769e+308,0.341637,0.21443,-0.671961,5.40115,1.54644,-1.80432,0,0,0,1.58216,0.746216,-1.08423,1.01739,2.29614,1.17433
Igkv6-13,4.45911,0.438629,-3.34568,0.291346,0.365225,0.326052,212.023,73.7507,-1.52349,2.17011,0,-1.79769e+308,9.88089,0,-1.79769e+308,0.866432,0,-1.79769e+308
Igkv3-12,1.202,5.92102,2.3004,1.41364,1.18323,-0.256679,2.63843,3.50085,0.408024,26.3647,25.4045,-0.0535212,8.73041,4.11765,-1.08423,0.467835,3.51951,2.9113
Igkv3-10,0,0,0,0.160309,0,-1.79769e+308,0.0792008,0,-1.79769e+308,2.09278,0,-1.79769e+308,12.3751,30.4672,1.29982,0,0,0
Igkv3-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-7,42.2974,54.2056,0.357873,8.99774,4.83582,-0.895803,17.0193,8.94238,-0.92844,201.136,130.526,-0.623837,39.6453,24.682,-0.683691,9.17771,8.05508,-0.188235
Gm16774,0.751252,0.236841,-1.66538,0.471213,0,-1.79769e+308,1.31922,0,-1.79769e+308,0.878823,0,-1.79769e+308,15.0357,15.4412,0.0383905,0.467835,0,-1.79769e+308
Igkv3-4,0.601001,0,-1.79769e+308,0.157071,0,-1.79769e+308,2.32803,0,-1.79769e+308,1.17176,0,-1.79769e+308,1.45507,2.7451,0.915771,1.87134,0,-1.79769e+308
Igkv3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-2,3.45576,0,-1.79769e+308,1.41364,0.394411,-1.84164,5.89767,1.96923,-1.58252,1.75765,0.725844,-1.27591,0.970046,0.686275,-0.499266,1.87134,1.4078,-0.410628
Igkv3-1,9.01502,9.47363,0.0715859,8.16768,5.52175,-0.564801,1.08641,0.875212,-0.311868,1.17176,0,-1.79769e+308,1.94009,3.43137,0.822662,0,0,0
Igkj1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkc,2401.43,1203.57,-0.99657,1041.74,320.514,-1.70054,1359.35,554.519,-1.29361,910.72,401.802,-1.18052,1799.91,865.123,-1.05695,821.731,239.149,-1.78076
Gm900,0,0,0,0,0,0,2.46E-06,0,-1.79769e+308,0,0,0,0,0,0,0.0712552,0,-1.79769e+308
Ighg2c,118.893,204.096,0.779584,34.3679,245.044,2.83391,36.0546,69.9154,0.955427,29.3128,67.458,1.20246,85.4271,234.461,1.45658,60.5581,77.192,0.350132
Ighg,88.3082,116.839,0.403906,28.0554,26.7762,-0.0673283,61.8861,92.2984,0.576691,44.3429,46.5963,0.071513,88.633,139.302,0.652305,28.668,35.5596,0.310797
Ighg1,13.6967,9.41019,-0.541535,4.49324,1.73283,-1.37463,17.4335,38.8282,1.15524,5.9315,5.40738,-0.133469,14.2679,22.81,0.676891,13.5836,13.0425,-0.0586422
AI324046,3.47083,93.1164,4.74568,1.84345,44.3048,4.58698,1.12761,3.26625,1.53437,0.655945,5.14674,2.97201,2.98663,6.01868,1.01093,0.523781,1.83885,1.81176
Ighm,75.2008,467.24,2.63534,52.9162,170.022,1.68394,63.13,128.626,1.02679,100.228,379.002,1.91892,93.3531,538.72,2.52877,49.8222,134.595,1.43376
Gm16734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16969,0.319833,0.504092,0.656369,0.334352,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Gm16970,1.43925,5.04092,1.80837,2.00611,1.15426,-0.797427,1.32149,11.7589,3.15352,7.17021,6.952,-0.0445881,0.516162,5.11234,3.30809,1.74255,0,-1.79769e+308
Gm16971,0,1.48067,1.79769e+308,0.32735,0.821922,1.32817,2.58764,7.06751,1.44957,0.305233,0.756301,1.30905,1.51613,0.715072,-1.08423,0.487466,2.56703,2.39673
Gm16948,0.163401,0.257527,0.656304,0.512456,0,-1.79769e+308,0,0.713741,1.79769e+308,0,0,0,0,1.49243,1.79769e+308,0,0,0
Gm16891,0.626271,0.246779,-1.34357,0.982051,4.10961,2.06513,0.323455,0.683953,1.08033,0.610467,0.756301,0.309049,2.52688,1.43014,-0.821194,0,0.366719,1.79769e+308
Ighv2-4,0.159917,0.252046,0.656369,0,0.104933,1.79769e+308,0,1.3971,1.79769e+308,0.311748,1.54489,2.30905,0,0.730334,1.79769e+308,0.248935,0,-1.79769e+308
Gm16949,0.313136,0,-1.79769e+308,0.6547,0.20548,-1.67183,0.485183,0.683953,0.495369,0.9157,0,-1.79769e+308,0,0,0,0.487466,0,-1.79769e+308
Gm16593,0.817006,0.77258,-0.0806614,0,0,0,1.1815,6.30471,2.41581,0.637054,4.73544,2.89401,2.63693,1.49243,-0.821194,1.01739,0,-1.79769e+308
Gm16592,2.71858,2.01637,-0.431094,0.835879,1.04933,0.328104,8.42451,19.7923,1.23227,8.10545,13.904,0.778534,1.03232,5.84268,2.50073,6.47232,2.99637,-1.11107
Gm16594,0.994822,6.01002,2.59486,0.693321,1.30545,0.912958,0,14.2429,1.79769e+308,24.5632,50.4517,1.0384,3.21074,4.54298,0.500734,2.5808,12.4258,2.26744
Gm16886,2.71858,2.52046,-0.109166,0.167176,0,-1.79769e+308,0.660746,2.79421,2.08027,0.623496,0.772444,0.309049,0,0,0,8.96167,11.9855,0.419447
Gm16595,1.14381,1.54516,0.433912,0,1.92987,1.79769e+308,1.1815,0.951655,-0.312112,0,1.57848,1.79769e+308,3.16431,13.4319,2.0857,0,0,0
